ParentEduc,IsFirstChild,NrSiblings,MathScore,ReadingScore,WritingScore,PracticeSport,ParentMaritalStatus,LunchType,TestPrep,TransportMeans,WklyStudyHours,EthnicGroup,Gender
associate's degree,no,1.0,73,75,69,2.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0
VeriYok,no,2.0,39,45,50,2.0,3.0,0.0,2.0,1.0,1.0,3.0,1.0
associate's degree,no,2.0,89,86,75,2.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0
some college,yes,2.0,76,75,77,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0
some high school,no,4.0,55,53,52,2.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0
associate's degree,yes,5.0,66,83,80,1.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0
associate's degree,yes,1.0,82,77,65,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
associate's degree,yes,2.0,76,76,85,2.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
some college,yes,7.0,69,67,69,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
some college,yes,5.0,100,88,83,2.0,1.0,1.0,2.0,1.0,0.0,5.0,1.0
some high school,no,2.0,52,52,45,2.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0
associate's degree,no,3.0,56,73,70,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0
high school,yes,5.0,48,56,52,2.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0
associate's degree,no,2.0,73,76,80,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0
bachelor's degree,yes,3.0,62,58,54,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0
bachelor's degree,yes,0.0,67,61,68,3.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0
associate's degree,yes,2.0,70,68,70,3.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0
high school,no,3.0,73,66,66,2.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0
master's degree,yes,3.0,74,80,88,1.0,4.0,1.0,2.0,1.0,0.0,4.0,0.0
associate's degree,no,1.0,83,72,78,3.0,3.0,1.0,0.0,2.0,0.0,3.0,1.0
bachelor's degree,yes,2.0,61,69,67,3.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0
associate's degree,no,1.0,55,64,63,2.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0
high school,yes,2.0,64,77,82,3.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0
high school,no,3.0,74,85,78,1.0,2.0,1.0,0.0,1.0,2.0,5.0,0.0
some college,yes,2.0,70,80,80,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0
some high school,yes,5.0,40,52,51,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0
high school,no,1.0,39,45,42,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0
some college,yes,3.0,82,90,94,3.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
some college,yes,1.0,61,61,62,3.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
some college,yes,2.0,29,23,19,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0
associate's degree,yes,5.0,82,75,77,3.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0
some high school,yes,2.0,39,54,49,3.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0
high school,yes,2.0,70,59,61,2.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0
associate's degree,no,3.0,45,36,34,3.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0
associate's degree,no,3.0,61,55,52,1.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0
associate's degree,yes,1.0,90,78,81,3.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0
bachelor's degree,yes,1.0,83,93,95,3.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0
some college,yes,2.0,62,69,67,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0
some high school,no,2.0,78,71,70,2.0,2.0,1.0,2.0,1.0,0.0,4.0,1.0
associate's degree,yes,2.0,50,51,44,2.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0
some high school,no,3.0,23,37,26,3.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0
some high school,yes,3.0,35,55,60,3.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0
high school,yes,1.0,61,62,54,2.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0
VeriYok,yes,0.0,62,74,64,2.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0
VeriYok,yes,1.0,66,74,72,3.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0
associate's degree,yes,3.0,64,70,65,3.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0
some college,yes,2.0,78,72,67,2.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0
high school,yes,4.0,72,80,75,3.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
VeriYok,no,2.0,62,61,57,3.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0
bachelor's degree,yes,0.0,76,93,95,2.0,2.0,1.0,2.0,0.0,1.0,3.0,0.0
associate's degree,yes,2.0,92,76,79,2.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0
bachelor's degree,yes,0.0,52,65,69,3.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
some college,no,4.0,67,57,53,0.0,2.0,1.0,0.0,2.0,2.0,5.0,1.0
some college,no,1.0,61,76,78,3.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0
associate's degree,no,1.0,45,57,57,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0
some college,yes,2.0,55,68,66,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0
bachelor's degree,no,3.0,64,74,73,2.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0
VeriYok,no,2.0,63,61,61,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
some college,yes,1.0,40,65,67,3.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0
some college,no,1.0,77,88,87,3.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0
high school,yes,1.0,56,61,57,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0
some high school,yes,3.0,87,85,79,2.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0
some college,no,2.0,53,58,59,2.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0
some high school,no,3.0,26,33,31,3.0,3.0,0.0,0.0,2.0,1.0,4.0,0.0
some college,yes,1.0,60,60,59,2.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0
bachelor's degree,no,2.0,51,59,62,2.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0
high school,yes,2.0,69,58,53,3.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0
bachelor's degree,VeriYok,3.0,64,67,63,2.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0
some high school,yes,2.0,44,64,58,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
some high school,yes,5.0,71,83,84,2.0,3.0,1.0,0.0,2.0,0.0,4.0,0.0
some college,yes,3.0,86,78,72,2.0,2.0,1.0,0.0,1.0,0.0,5.0,1.0
some college,no,4.0,45,73,70,3.0,3.0,0.0,2.0,2.0,0.0,3.0,0.0
some high school,yes,0.0,76,75,73,3.0,3.0,1.0,0.0,1.0,2.0,4.0,1.0
some college,yes,1.0,84,98,97,3.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0
bachelor's degree,yes,0.0,60,71,74,3.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0
some high school,no,2.0,82,91,83,3.0,3.0,1.0,0.0,2.0,2.0,4.0,0.0
master's degree,yes,2.0,85,95,100,3.0,3.0,0.0,2.0,1.0,0.0,4.0,0.0
some high school,no,1.0,73,84,78,3.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0
bachelor's degree,yes,1.0,67,64,63,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0
associate's degree,yes,1.0,80,86,83,3.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0
associate's degree,yes,0.0,84,98,93,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0
master's degree,no,2.0,79,82,73,3.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0
some high school,yes,3.0,40,50,47,2.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0
some high school,no,5.0,35,41,40,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
some college,yes,2.0,69,77,76,2.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0
bachelor's degree,yes,0.0,62,71,68,3.0,3.0,1.0,0.0,2.0,1.0,5.0,0.0
VeriYok,yes,4.0,58,79,68,2.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0
high school,yes,3.0,62,64,64,3.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0
master's degree,no,1.0,71,70,75,3.0,2.0,1.0,0.0,2.0,1.0,4.0,1.0
some high school,yes,0.0,75,68,60,2.0,3.0,0.0,2.0,1.0,0.0,5.0,1.0
some college,no,3.0,74,66,75,3.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0
some college,yes,3.0,78,68,68,3.0,2.0,1.0,0.0,2.0,2.0,5.0,1.0
associate's degree,yes,4.0,60,55,58,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0
some high school,no,2.0,65,74,77,3.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0
high school,no,5.0,48,65,61,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0
some high school,yes,0.0,73,62,57,2.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0
some high school,no,4.0,56,57,51,1.0,3.0,1.0,0.0,1.0,1.0,4.0,1.0
some high school,yes,3.0,60,54,68,2.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0
some college,no,1.0,53,43,43,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0
some college,no,2.0,51,66,57,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0
high school,yes,4.0,88,99,100,3.0,3.0,1.0,2.0,1.0,0.0,4.0,0.0
high school,yes,0.0,55,59,63,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0
some high school,yes,2.0,62,72,68,2.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0
associate's degree,no,3.0,68,66,65,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
associate's degree,yes,3.0,84,81,78,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0
high school,no,2.0,52,57,56,3.0,1.0,0.0,2.0,2.0,0.0,4.0,0.0
associate's degree,no,5.0,86,83,84,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0
master's degree,yes,2.0,72,73,78,2.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0
some college,yes,4.0,86,84,79,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0
associate's degree,yes,3.0,71,66,60,3.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0
VeriYok,yes,3.0,52,73,80,2.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0
high school,no,3.0,86,74,70,2.0,3.0,1.0,0.0,1.0,0.0,5.0,1.0
bachelor's degree,yes,3.0,68,72,66,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0
associate's degree,yes,3.0,71,71,65,3.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0
some college,no,4.0,70,59,63,2.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0
high school,no,3.0,57,56,54,3.0,2.0,0.0,2.0,1.0,0.0,5.0,1.0
high school,no,2.0,56,57,64,2.0,2.0,1.0,2.0,0.0,1.0,4.0,0.0
master's degree,yes,0.0,47,59,68,1.0,1.0,0.0,2.0,1.0,2.0,4.0,0.0
some high school,yes,0.0,57,83,78,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0
some college,no,2.0,41,39,34,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
some college,yes,3.0,60,65,60,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0
bachelor's degree,yes,2.0,88,84,88,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0
some high school,yes,0.0,71,72,66,2.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0
some high school,yes,1.0,65,59,53,3.0,3.0,0.0,1.0,1.0,3.0,1.0,1.0
some high school,no,3.0,70,63,55,3.0,2.0,0.0,0.0,2.0,2.0,3.0,1.0
associate's degree,VeriYok,1.0,62,65,57,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
high school,yes,3.0,61,72,70,3.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0
high school,yes,4.0,57,54,52,1.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0
some high school,no,2.0,45,58,49,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0
VeriYok,no,1.0,75,66,67,3.0,2.0,1.0,0.0,0.0,2.0,3.0,1.0
some college,no,7.0,50,48,53,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0
associate's degree,yes,3.0,77,69,65,2.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0
VeriYok,yes,1.0,75,66,73,3.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0
high school,yes,0.0,69,55,51,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0
some high school,VeriYok,0.0,89,88,82,3.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0
VeriYok,no,1.0,69,82,80,2.0,3.0,1.0,2.0,2.0,0.0,3.0,0.0
high school,yes,2.0,78,81,80,3.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0
some high school,yes,2.0,59,73,69,3.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
associate's degree,no,1.0,70,81,74,3.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0
some high school,yes,0.0,79,82,73,3.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0
some high school,VeriYok,3.0,69,75,78,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0
some college,yes,1.0,73,67,62,2.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0
high school,yes,2.0,91,83,83,2.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0
high school,yes,4.0,48,46,43,2.0,4.0,1.0,0.0,2.0,0.0,2.0,1.0
associate's degree,yes,2.0,83,74,73,2.0,3.0,1.0,0.0,2.0,0.0,2.0,1.0
some college,yes,3.0,64,85,85,3.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0
some college,VeriYok,5.0,100,92,97,3.0,2.0,1.0,0.0,2.0,0.0,5.0,0.0
associate's degree,no,1.0,68,79,77,2.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0
some college,yes,3.0,64,57,48,1.0,2.0,0.0,0.0,1.0,2.0,3.0,1.0
associate's degree,yes,3.0,54,61,63,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
bachelor's degree,yes,0.0,37,56,47,3.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0
bachelor's degree,no,3.0,79,89,89,3.0,1.0,1.0,0.0,2.0,0.0,4.0,0.0
associate's degree,yes,1.0,54,54,49,2.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0
bachelor's degree,VeriYok,2.0,100,100,100,2.0,2.0,1.0,0.0,2.0,3.0,5.0,0.0
high school,no,4.0,72,65,68,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0
bachelor's degree,no,1.0,52,57,55,2.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0
some college,yes,1.0,54,54,45,3.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0
some college,no,1.0,68,68,74,1.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0
some college,yes,4.0,77,90,91,3.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0
bachelor's degree,yes,2.0,75,58,62,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0
some college,no,4.0,84,87,91,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0
associate's degree,no,1.0,26,31,38,3.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0
high school,no,7.0,76,69,67,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0
high school,yes,3.0,79,89,87,2.0,3.0,0.0,2.0,1.0,0.0,1.0,0.0
some college,yes,2.0,93,75,77,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
associate's degree,no,1.0,83,85,90,3.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0
high school,yes,0.0,62,68,74,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0
associate's degree,yes,4.0,68,86,84,3.0,2.0,1.0,2.0,2.0,0.0,3.0,0.0
some high school,no,5.0,57,66,60,3.0,2.0,1.0,0.0,1.0,2.0,4.0,0.0
associate's degree,yes,2.0,90,90,91,3.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0
bachelor's degree,yes,3.0,73,77,84,3.0,0.0,1.0,2.0,0.0,2.0,4.0,0.0
bachelor's degree,yes,2.0,76,62,66,3.0,3.0,1.0,2.0,2.0,0.0,5.0,1.0
VeriYok,no,1.0,80,68,72,3.0,2.0,1.0,0.0,2.0,0.0,4.0,1.0
master's degree,yes,1.0,53,64,70,1.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0
associate's degree,yes,4.0,78,72,68,3.0,3.0,1.0,0.0,2.0,2.0,5.0,1.0
high school,yes,1.0,73,71,68,3.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0
associate's degree,yes,3.0,52,59,56,3.0,2.0,0.0,1.0,2.0,0.0,4.0,0.0
some college,yes,2.0,70,69,62,3.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0
high school,yes,2.0,59,52,46,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
associate's degree,no,3.0,48,51,54,2.0,3.0,1.0,0.0,2.0,1.0,2.0,0.0
high school,no,2.0,67,72,69,3.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0
some college,yes,3.0,61,47,56,3.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0
associate's degree,VeriYok,4.0,60,75,74,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0
some high school,yes,1.0,65,53,58,2.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0
associate's degree,yes,5.0,76,80,79,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0
associate's degree,no,1.0,64,84,76,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
associate's degree,VeriYok,0.0,64,64,70,3.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0
some college,no,1.0,83,83,90,3.0,2.0,1.0,0.0,2.0,0.0,3.0,0.0
bachelor's degree,yes,6.0,78,86,88,3.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
high school,yes,2.0,53,63,68,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0
high school,yes,4.0,68,64,66,3.0,1.0,1.0,2.0,1.0,0.0,4.0,1.0
some college,no,3.0,53,47,52,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0.0
some college,no,1.0,59,78,76,3.0,0.0,0.0,2.0,2.0,0.0,4.0,0.0
some college,yes,3.0,73,69,70,3.0,2.0,1.0,0.0,2.0,1.0,5.0,1.0
master's degree,yes,2.0,74,80,84,3.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
associate's degree,yes,0.0,91,85,90,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0
some college,yes,0.0,63,61,54,3.0,1.0,0.0,0.0,2.0,3.0,3.0,1.0
associate's degree,yes,3.0,100,91,96,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0
master's degree,yes,1.0,41,61,57,2.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0
some high school,yes,3.0,79,80,78,3.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0
high school,yes,1.0,70,71,67,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0
VeriYok,no,3.0,79,78,77,3.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0
bachelor's degree,no,1.0,88,93,89,2.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
some college,no,3.0,76,71,73,3.0,2.0,1.0,0.0,0.0,0.0,4.0,1.0
VeriYok,yes,2.0,62,49,42,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
some high school,no,2.0,61,48,52,2.0,2.0,0.0,0.0,2.0,1.0,4.0,1.0
some high school,yes,3.0,55,61,63,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0
master's degree,yes,3.0,77,97,94,3.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0
some high school,no,1.0,76,87,85,3.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0
some college,no,1.0,74,89,84,3.0,2.0,1.0,0.0,1.0,3.0,4.0,0.0
some college,yes,1.0,64,72,71,1.0,1.0,1.0,2.0,2.0,0.0,5.0,0.0
some high school,no,1.0,67,79,79,2.0,3.0,1.0,2.0,2.0,0.0,4.0,0.0
high school,no,5.0,67,78,79,3.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0
VeriYok,no,3.0,71,49,52,3.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0
associate's degree,yes,4.0,91,86,84,3.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0
bachelor's degree,yes,5.0,71,58,58,3.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0
master's degree,yes,2.0,56,61,52,2.0,4.0,0.0,1.0,0.0,0.0,3.0,1.0
high school,no,2.0,53,52,49,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0
some college,yes,3.0,70,60,60,3.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0
some high school,yes,4.0,54,60,58,3.0,3.0,0.0,2.0,2.0,1.0,3.0,1.0
high school,yes,2.0,36,53,43,3.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
bachelor's degree,no,2.0,28,40,46,3.0,3.0,0.0,0.0,1.0,1.0,4.0,0.0
associate's degree,no,1.0,60,72,68,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
associate's degree,yes,1.0,68,67,73,0.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0
some high school,yes,2.0,45,53,51,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0
associate's degree,yes,2.0,60,60,56,3.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0
associate's degree,no,4.0,79,88,94,3.0,2.0,1.0,2.0,2.0,0.0,5.0,0.0
high school,no,1.0,75,70,69,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0
bachelor's degree,yes,5.0,66,83,83,3.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0
associate's degree,no,2.0,47,58,55,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0
high school,yes,1.0,49,65,60,1.0,2.0,1.0,0.0,2.0,0.0,4.0,0.0
bachelor's degree,no,2.0,82,65,69,3.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0
associate's degree,no,3.0,99,93,87,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
high school,no,1.0,75,69,68,3.0,2.0,1.0,2.0,1.0,0.0,3.0,1.0
associate's degree,no,2.0,76,80,78,3.0,3.0,0.0,1.0,2.0,1.0,0.0,1.0
associate's degree,yes,3.0,83,78,80,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
associate's degree,no,2.0,86,97,93,2.0,3.0,1.0,0.0,1.0,2.0,4.0,0.0
VeriYok,yes,2.0,64,63,66,3.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0
some high school,yes,1.0,80,84,82,2.0,2.0,0.0,2.0,2.0,0.0,5.0,1.0
some high school,yes,3.0,92,100,97,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0
high school,yes,2.0,71,66,64,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0
high school,no,5.0,61,66,64,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0
master's degree,yes,1.0,77,72,69,3.0,2.0,1.0,0.0,2.0,1.0,3.0,1.0
some high school,yes,0.0,76,74,63,3.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0
bachelor's degree,no,2.0,89,91,90,2.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0
VeriYok,no,3.0,38,47,48,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0
some college,no,2.0,79,62,65,2.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0
associate's degree,yes,1.0,56,46,41,2.0,1.0,1.0,0.0,1.0,2.0,5.0,1.0
some college,no,2.0,33,40,34,2.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0
master's degree,yes,1.0,63,69,69,2.0,3.0,0.0,0.0,2.0,0.0,3.0,1.0
associate's degree,no,2.0,51,68,68,3.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0
some high school,yes,2.0,75,66,63,3.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0
some college,no,3.0,74,75,79,3.0,1.0,1.0,2.0,2.0,3.0,4.0,0.0
some college,yes,3.0,66,76,77,2.0,3.0,1.0,0.0,2.0,2.0,3.0,0.0
bachelor's degree,no,2.0,95,89,92,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0
some college,yes,1.0,63,80,80,3.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0
bachelor's degree,VeriYok,1.0,46,50,45,3.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0
associate's degree,no,2.0,46,42,44,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0
bachelor's degree,no,4.0,89,98,97,1.0,3.0,0.0,2.0,1.0,0.0,5.0,0.0
master's degree,yes,2.0,61,72,80,0.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0
high school,yes,6.0,62,47,47,2.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0
bachelor's degree,yes,2.0,70,69,68,2.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0
VeriYok,yes,1.0,73,76,71,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0
bachelor's degree,yes,1.0,88,94,89,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0
some college,no,5.0,54,62,57,3.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0
high school,yes,1.0,50,66,64,3.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0
high school,no,1.0,76,82,72,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
associate's degree,yes,7.0,40,55,53,3.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0
some college,yes,0.0,61,51,52,3.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0
high school,yes,1.0,78,89,87,3.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0
some college,no,1.0,49,56,59,3.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0
master's degree,no,3.0,52,60,68,2.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0
some high school,no,2.0,78,95,94,3.0,2.0,1.0,0.0,2.0,1.0,4.0,0.0
some high school,yes,3.0,74,77,78,1.0,1.0,1.0,0.0,2.0,0.0,5.0,0.0
bachelor's degree,yes,1.0,63,73,78,3.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0
associate's degree,yes,2.0,75,76,81,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0
high school,yes,3.0,55,73,73,3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0
bachelor's degree,yes,1.0,43,62,62,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0
some college,no,1.0,53,63,65,2.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0
some high school,yes,1.0,48,66,65,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0
some college,no,3.0,56,56,52,3.0,4.0,0.0,0.0,1.0,1.0,3.0,1.0
